gift_key	card_key	gift_title	gift_place	gift_latitude	gift_longitude	gift_content	gift_cost	gift_date	gift_time
4708	106	롯데리아	롯데리아	37.592545	127.093541	롯데리아 음료M 제공	2000	2017-10-31	20:45:49
4709	70	봄봄	봄봄	37.674168	126.904443	음료 주문시 쿠폰 도장 2개 추가	1900	2018-02-21	12:09:18
4710	74	버거킹	버거킹	37.469974	126.927644	와퍼주문시 5% 할인	1300	2016-09-30	15:58:05
4711	6	정형외과	정형외과	37.568492	127.083417	정형외과의료지점	1100	2016-11-05	18:32:53
4712	76	연래춘	연래춘	37.612814	127.021294	현금 결재시 10% 할인	1100	2017-07-07	14:58:38
4713	43	정형외과	정형외과	37.490299	127.00843	정형외과의료지점	1600	2016-07-23	17:30:35
4714	95	백다방	백다방	37.641381	127.010506	무료 토핑 추가	500	2017-02-11	21:48:12
4715	68	뚜레쥬르	뚜레쥬르	37.501116	127.054806	2000원 이상 5% 할인	600	2016-07-22	23:33:48
4716	41	파리바게트	파리바게트	37.552558	126.968548	1000원 이상 10% 할인	1800	2016-05-03	21:18:40
4717	207	리얼후라이	리얼후라이	37.687754	127.098798	크리스피 후라이드 10% 할인	100	2017-09-17	09:50:21
4718	248	롯데리아	롯데리아	37.463152	126.894589	롯데리아 음료M 제공	800	2018-02-18	15:29:13
4719	130	아웃백	아웃백	37.503358	127.171861	스테이크 주문시 10% 할인	1600	2017-03-10	09:37:11
4720	25	약국	약국	37.584334	126.871522	황사 마스크 증정(1매)	1600	2017-02-20	18:07:02
4721	252	아웃닭	아웃닭	37.527497	127.12716	치즈스틱 2개 제공	1100	2016-10-16	21:14:59
4722	273	오쭈	오쭈	37.49203	127.04107	치즈 퐁듀 1회 제공	1100	2017-02-26	09:17:05
4723	160	꾼	꾼	37.682694	126.9291	소주 2,000 쿠폰	1400	2017-08-19	18:38:23
4724	42	파리바게트	파리바게트	37.534869	126.997486	1000원 이상 10% 할인	1700	2016-05-04	17:51:53
4725	183	엔젤리너스	엔젤리너스	37.451966	127.080525	제조 음료 주문시 10% 할인	1900	2016-04-13	20:02:24
4726	252	닭한마리	닭한마리	37.549772	126.86307	칼국수 사리 무료 리필	300	2016-05-23	15:02:05
4727	264	이비인후과	이비인후과	37.666118	127.005844	코세척 서비스(무료)	1600	2017-12-19	09:08:23
4728	98	백다방	백다방	37.45818	126.963575	무료 토핑 추가	600	2016-08-07	12:15:59
4729	291	꾼	꾼	37.673901	126.907938	소주 2,000 쿠폰	1200	2017-01-06	19:10:15
4730	248	스시진	스시진	37.646674	126.928954	2pcs 무료 제공	300	2016-08-09	11:46:31
4731	73	베스킨라빈스	베스킨라빈스	37.602076	127.164396	무료 사이즈업	200	2016-09-13	22:44:38
4732	233	오쭈	오쭈	37.555465	126.992475	치즈 퐁듀 1회 제공	1000	2017-10-13	14:09:52
4733	141	스시로로	스시로로	37.637183	127.19818	2pcs 무료 제공	1200	2017-11-25	10:26:05
4734	274	꾼	꾼	37.531916	127.032274	소주 2,000 쿠폰	800	2016-05-24	13:56:12
4735	32	아웃백	아웃백	37.666565	127.062638	스테이크 주문시 10% 할인	400	2017-05-02	11:47:53
4736	142	스시진	스시진	37.714922	127.187473	2pcs 무료 제공	200	2016-07-31	18:14:34
4737	102	교보문고	교보문고	37.501467	127.002954	도서 구매시 10% 할인	1800	2018-02-04	19:31:26
4738	166	아웃닭	아웃닭	37.69996	126.996796	치즈스틱 2개 제공	1700	2017-07-23	16:47:02
4739	162	백다방	백다방	37.698003	126.905337	무료 토핑 추가	700	2017-08-02	10:45:17
4740	66	교보문고	교보문고	37.560116	126.938249	도서 구매시 10% 할인	1600	2016-07-16	17:52:04
4741	69	반디앤루니스	반디앤루니스	37.500605	127.001538	도서 구매시 5% 할인	700	2017-12-07	14:40:36
4742	290	멘동	멘동	37.665526	127.065427	규동 5% 할인	100	2016-09-10	15:16:15
4743	246	봄봄	봄봄	37.469904	127.081942	음료 주문시 쿠폰 도장 2개 추가	1200	2017-10-10	15:36:07
4744	3	베스킨라빈스	베스킨라빈스	37.657553	126.923401	무료 사이즈업	1000	2016-11-25	23:48:58
4745	114	롯데리아	롯데리아	37.630762	127.055301	롯데리아 음료M 제공	1100	2017-08-02	16:37:23
4746	56	오쭈	오쭈	37.549335	127.02259	치즈 퐁듀 1회 제공	900	2016-08-26	22:33:37
4747	50	홍콩반점	홍콩반점	37.582436	127.180834	찹쌀 탕수육 10% 할인	1800	2017-09-13	19:19:41
4748	136	쥬씨	쥬씨	37.525073	127.147783	무료 사이즈업	2000	2017-04-27	11:59:53
4749	106	봄봄	봄봄	37.507439	126.966131	음료 주문시 쿠폰 도장 2개 추가	100	2017-08-03	11:02:25
4750	38	엔젤리너스	엔젤리너스	37.510408	127.158264	제조 음료 주문시 10% 할인	1800	2018-02-14	13:17:15
4751	36	스시로로	스시로로	37.467542	126.952237	2pcs 무료 제공	400	2017-07-24	22:01:07
4752	33	닭한마리	닭한마리	37.547454	127.006997	칼국수 사리 무료 리필	500	2017-01-13	19:18:36
4753	143	원할머니보쌈	원할머니보쌈	37.500718	126.941735	족발 3,000 할인 쿠폰 제공	1100	2016-06-01	22:59:08
4754	212	리얼후라이	리얼후라이	37.488475	126.919279	크리스피 후라이드 10% 할인	600	2016-08-03	14:59:57
4755	28	스시진	스시진	37.474287	127.14551	2pcs 무료 제공	700	2018-02-12	10:25:42
4756	241	아웃백	아웃백	37.543677	126.850304	스테이크 주문시 10% 할인	1700	2016-01-11	13:49:23
4757	256	아웃백	아웃백	37.54637	126.878021	스테이크 주문시 10% 할인	400	2017-06-11	16:31:09
4758	16	버거킹	버거킹	37.51815	127.011709	와퍼주문시 5% 할인	1900	2017-09-02	13:55:37
4759	246	구이가	구이가	37.498883	126.898389	한판 주문시 사이다 제공	1700	2017-10-29	15:15:49
4760	44	닭한마리	닭한마리	37.545745	126.943765	칼국수 사리 무료 리필	1600	2016-02-27	14:19:58
4761	181	정형외과	정형외과	37.475091	127.066481	정형외과의료지점	1900	2016-05-31	10:30:28
4762	128	멘동	멘동	37.528474	127.155034	규동 5% 할인	2000	2016-10-15	13:29:12
4763	107	오쭈	오쭈	37.572585	126.881236	치즈 퐁듀 1회 제공	1600	2016-09-14	16:04:48
4764	139	매드포갈릭	매드포갈릭	37.490171	126.940815	에이드 무료 제공	600	2016-12-09	15:26:49
4765	220	봄봄	봄봄	37.55567	126.94733	음료 주문시 쿠폰 도장 2개 추가	1600	2016-06-01	17:21:08
4766	219	원할머니보쌈	원할머니보쌈	37.506766	126.924709	족발 3,000 할인 쿠폰 제공	800	2017-11-20	18:40:37
4767	235	베스킨라빈스	베스킨라빈스	37.573764	127.142896	무료 사이즈업	1900	2017-08-02	15:35:04
4768	14	파리바게트	파리바게트	37.647933	127.041183	1000원 이상 10% 할인	100	2016-08-28	20:40:54
4769	175	교보문고	교보문고	37.556803	126.954131	도서 구매시 10% 할인	1900	2016-12-21	19:57:32
4770	225	교보문고	교보문고	37.656806	126.945903	도서 구매시 10% 할인	2000	2018-01-21	11:52:32
4771	72	오쭈	오쭈	37.590566	127.066916	치즈 퐁듀 1회 제공	1400	2017-04-11	23:52:48
4772	8	김덕후의곱창조	김덕후의곱창조	37.45156	127.128027	곱창 무한 리필 2,000 할인	1400	2016-02-04	10:51:36
4773	14	약국	약국	37.700679	127.052489	황사 마스크 증정(1매)	200	2016-07-21	23:31:53
4774	110	엔젤리너스	엔젤리너스	37.545151	127.151422	제조 음료 주문시 10% 할인	1000	2016-09-22	11:59:18
4775	297	정형외과	정형외과	37.520264	127.038678	정형외과의료지점	600	2018-03-02	17:59:56
4776	118	김덕후의곱창조	김덕후의곱창조	37.576185	127.111514	곱창 무한 리필 2,000 할인	1300	2016-01-28	19:51:35
4777	58	멘동	멘동	37.581991	127.151294	규동 5% 할인	2000	2016-10-10	20:34:44
4778	279	동경야네	동경야네	37.611963	126.970656	사케동 10% 할인	400	2017-02-03	12:40:55
4779	111	이디야커피	이디야커피	37.641827	126.885036	스마트 오더 사용시 10% 할인	1900	2017-10-29	14:00:55
4780	234	이디야커피	이디야커피	37.619553	126.905623	스마트 오더 사용시 10% 할인	900	2017-06-01	11:28:05
4781	170	이디야커피	이디야커피	37.482374	126.962146	스마트 오더 사용시 10% 할인	1500	2018-02-13	22:54:58
4782	66	한신포차	한신포차	37.682441	127.172899	닭발 주문시 주먹밥 증정	1100	2017-07-26	21:00:03
4783	293	뚜레쥬르	뚜레쥬르	37.467708	126.994103	2000원 이상 5% 할인	1000	2016-09-17	18:55:35
4784	208	이비인후과	이비인후과	37.578207	127.082888	코세척 서비스(무료)	1100	2017-03-30	13:22:39
4785	76	뚜레쥬르	뚜레쥬르	37.553369	127.114018	2000원 이상 5% 할인	1600	2017-11-11	10:45:15
4786	161	멘동	멘동	37.666893	127.010294	규동 5% 할인	1200	2016-11-21	12:42:31
4787	245	베스킨라빈스	베스킨라빈스	37.48386	126.981556	무료 사이즈업	1900	2016-03-16	15:33:37
4788	135	구이가	구이가	37.660764	127.183814	한판 주문시 사이다 제공	500	2017-12-20	23:11:55
4789	14	원할머니보쌈	원할머니보쌈	37.598111	127.022729	족발 3,000 할인 쿠폰 제공	1000	2018-02-03	12:21:16
4790	96	스시로로	스시로로	37.463131	126.858461	2pcs 무료 제공	900	2017-01-16	21:47:47
4791	255	롯데리아	롯데리아	37.584339	126.858058	롯데리아 음료M 제공	1700	2017-05-11	21:25:47
4792	181	스시진	스시진	37.668645	126.922044	2pcs 무료 제공	1200	2017-10-06	14:41:33
4793	178	아웃백	아웃백	37.477421	126.859447	스테이크 주문시 10% 할인	1200	2017-12-11	17:35:31
4794	256	아웃닭	아웃닭	37.483832	126.926711	치즈스틱 2개 제공	100	2017-09-07	23:59:58
4795	270	리얼후라이	리얼후라이	37.621025	126.881782	크리스피 후라이드 10% 할인	100	2018-04-02	17:12:39
4796	105	연래춘	연래춘	37.543532	127.02721	현금 결재시 10% 할인	1600	2016-05-05	10:06:28
4797	182	아웃닭	아웃닭	37.456219	127.112001	치즈스틱 2개 제공	1800	2017-01-23	20:33:42
4798	204	오쭈	오쭈	37.653649	126.881357	치즈 퐁듀 1회 제공	400	2016-04-27	21:47:05
4799	37	홍콩반점	홍콩반점	37.577135	127.119032	찹쌀 탕수육 10% 할인	400	2016-04-28	13:57:06
4800	259	약국	약국	37.471331	126.882938	황사 마스크 증정(1매)	1700	2018-01-16	17:13:34
4801	196	이디야커피	이디야커피	37.499933	126.865272	스마트 오더 사용시 10% 할인	600	2016-02-08	18:02:14
4802	220	꾼	꾼	37.681532	127.101342	소주 2,000 쿠폰	1400	2016-03-08	14:02:07
4803	37	약국	약국	37.460436	126.899214	황사 마스크 증정(1매)	1600	2016-03-27	22:09:42
4804	286	한신포차	한신포차	37.620577	126.938597	닭발 주문시 주먹밥 증정	2000	2016-08-11	22:09:05
4805	11	교보문고	교보문고	37.692894	126.984412	도서 구매시 10% 할인	1900	2017-12-05	13:21:51
4806	226	김덕후의곱창조	김덕후의곱창조	37.506293	127.140334	곱창 무한 리필 2,000 할인	1700	2017-01-24	21:55:07
4807	247	원할머니보쌈	원할머니보쌈	37.673915	127.134702	족발 3,000 할인 쿠폰 제공	1300	2016-12-09	22:18:43
4808	65	뚜레쥬르	뚜레쥬르	37.616842	126.989228	2000원 이상 5% 할인	600	2016-02-20	21:49:44
4809	32	이비인후과	이비인후과	37.560253	127.078838	코세척 서비스(무료)	1100	2016-04-16	21:25:12
4810	298	버거킹	버거킹	37.451176	127.002307	와퍼주문시 5% 할인	1600	2017-10-27	17:11:03
4811	180	롯데리아	롯데리아	37.593743	127.109097	롯데리아 음료M 제공	200	2016-05-03	18:59:53
4812	187	이비인후과	이비인후과	37.493931	126.870148	코세척 서비스(무료)	1000	2016-09-01	22:14:37
4813	263	약국	약국	37.660253	126.945739	황사 마스크 증정(1매)	700	2017-08-09	20:01:17
4814	204	반디앤루니스	반디앤루니스	37.506304	127.137788	도서 구매시 5% 할인	1300	2016-04-09	23:03:37
4815	196	롯데리아	롯데리아	37.463044	127.095028	롯데리아 음료M 제공	700	2016-04-27	11:20:43
4816	72	리얼후라이	리얼후라이	37.565825	126.961568	크리스피 후라이드 10% 할인	1600	2016-01-25	12:32:28
4817	222	꾼	꾼	37.607385	127.158945	소주 2,000 쿠폰	1000	2016-01-31	09:24:56
4818	21	한신포차	한신포차	37.692115	126.852824	닭발 주문시 주먹밥 증정	600	2017-04-09	15:46:53
4819	251	김덕후의곱창조	김덕후의곱창조	37.508767	126.954354	곱창 무한 리필 2,000 할인	1700	2017-06-30	10:46:15
4820	88	이디야커피	이디야커피	37.488099	126.954208	스마트 오더 사용시 10% 할인	1100	2016-03-21	11:58:12
4821	295	뚜레쥬르	뚜레쥬르	37.49093	126.972588	2000원 이상 5% 할인	1300	2016-06-17	22:10:28
4822	11	버거킹	버거킹	37.641335	127.113324	와퍼주문시 5% 할인	2000	2017-01-13	22:34:15
4823	96	스시로로	스시로로	37.501299	126.96659	2pcs 무료 제공	1700	2016-01-25	13:59:29
4824	30	김덕후의곱창조	김덕후의곱창조	37.511646	127.025985	곱창 무한 리필 2,000 할인	1900	2017-11-19	17:17:09
4825	203	반디앤루니스	반디앤루니스	37.564276	127.04699	도서 구매시 5% 할인	200	2018-01-20	18:59:53
4826	209	봄봄	봄봄	37.496813	127.148818	음료 주문시 쿠폰 도장 2개 추가	1700	2017-05-16	18:33:30
4827	185	원할머니보쌈	원할머니보쌈	37.538152	127.036478	족발 3,000 할인 쿠폰 제공	800	2017-02-14	22:45:24
4828	181	스시로로	스시로로	37.700453	127.114671	2pcs 무료 제공	300	2017-08-25	16:41:03
4829	200	동경야네	동경야네	37.585189	127.031845	사케동 10% 할인	1700	2016-09-17	11:22:38
4830	35	닭한마리	닭한마리	37.633555	127.166932	칼국수 사리 무료 리필	100	2017-01-20	23:13:17
4831	183	롯데리아	롯데리아	37.640535	127.075838	롯데리아 음료M 제공	1300	2017-10-16	22:13:57
4832	212	홍콩반점	홍콩반점	37.581135	126.897357	찹쌀 탕수육 10% 할인	100	2017-09-29	21:01:19
4833	79	멘동	멘동	37.580646	126.891034	규동 5% 할인	1900	2017-03-29	18:36:05
4834	190	아웃백	아웃백	37.629476	126.999253	스테이크 주문시 10% 할인	1900	2016-10-02	13:48:34
4835	30	뚜레쥬르	뚜레쥬르	37.623997	127.116336	2000원 이상 5% 할인	1600	2017-01-26	11:49:50
4836	34	백다방	백다방	37.480327	127.019433	무료 토핑 추가	600	2016-12-20	22:04:31
4837	255	쥬씨	쥬씨	37.661264	127.075556	무료 사이즈업	100	2016-07-13	20:48:43
4838	222	한신포차	한신포차	37.58992	127.078933	닭발 주문시 주먹밥 증정	1600	2017-06-16	16:07:31
4839	55	뚜레쥬르	뚜레쥬르	37.558974	127.160609	2000원 이상 5% 할인	300	2017-06-21	22:04:42
4840	273	쥬씨	쥬씨	37.687486	127.067266	무료 사이즈업	500	2017-02-11	09:50:41
4841	270	아웃백	아웃백	37.704003	127.136623	스테이크 주문시 10% 할인	100	2016-04-23	14:18:33
4842	55	베스킨라빈스	베스킨라빈스	37.464789	127.135033	무료 사이즈업	600	2017-08-17	20:25:15
4843	169	교보문고	교보문고	37.555727	126.891426	도서 구매시 10% 할인	1600	2017-11-30	10:19:45
4844	252	원할머니보쌈	원할머니보쌈	37.682822	127.159702	족발 3,000 할인 쿠폰 제공	1300	2016-10-03	14:11:16
4845	257	홍콩반점	홍콩반점	37.623633	126.99297	찹쌀 탕수육 10% 할인	700	2017-06-10	15:06:31
4846	141	홍콩반점	홍콩반점	37.537213	127.105596	찹쌀 탕수육 10% 할인	400	2017-01-17	09:31:57
4847	10	반디앤루니스	반디앤루니스	37.625646	127.063946	도서 구매시 5% 할인	1600	2017-09-14	15:40:43
4848	205	닭한마리	닭한마리	37.471029	127.171067	칼국수 사리 무료 리필	1300	2018-03-18	15:57:31
4849	6	한신포차	한신포차	37.446338	126.853275	닭발 주문시 주먹밥 증정	1200	2016-04-04	16:37:02
4850	88	이비인후과	이비인후과	37.679014	127.18909	코세척 서비스(무료)	1600	2016-07-20	20:28:41
4851	264	닭한마리	닭한마리	37.672717	126.875177	칼국수 사리 무료 리필	1000	2017-10-28	13:02:46
4852	224	오쭈	오쭈	37.558946	127.01348	치즈 퐁듀 1회 제공	1900	2017-06-04	12:14:31
4853	191	약국	약국	37.674384	127.004632	황사 마스크 증정(1매)	200	2016-09-23	18:56:32
4854	172	닭한마리	닭한마리	37.694899	127.112458	칼국수 사리 무료 리필	400	2017-12-31	20:22:28
4855	290	뚜레쥬르	뚜레쥬르	37.606007	126.8672	2000원 이상 5% 할인	1300	2017-02-22	13:01:20
4856	115	버거킹	버거킹	37.442687	127.154868	와퍼주문시 5% 할인	1100	2017-11-22	11:03:45
4857	154	원할머니보쌈	원할머니보쌈	37.714814	127.036785	족발 3,000 할인 쿠폰 제공	1900	2017-12-14	20:37:37
4858	291	아웃백	아웃백	37.690617	127.055451	스테이크 주문시 10% 할인	400	2016-04-19	20:58:17
4859	87	반디앤루니스	반디앤루니스	37.604911	127.057518	도서 구매시 5% 할인	1300	2016-09-09	17:34:58
4860	157	반디앤루니스	반디앤루니스	37.621129	127.044936	도서 구매시 5% 할인	1000	2017-06-05	15:10:23
4861	64	교보문고	교보문고	37.460353	127.084297	도서 구매시 10% 할인	1400	2017-04-06	22:21:46
4862	30	오쭈	오쭈	37.556092	127.167439	치즈 퐁듀 1회 제공	1900	2017-06-12	17:54:07
4863	192	약국	약국	37.511834	126.954006	황사 마스크 증정(1매)	100	2016-09-29	12:17:38
4864	132	엔젤리너스	엔젤리너스	37.56895	126.850787	제조 음료 주문시 10% 할인	300	2017-10-25	20:32:20
4865	100	뚜레쥬르	뚜레쥬르	37.505092	126.914193	2000원 이상 5% 할인	1200	2018-03-15	18:46:07
4866	282	버거킹	버거킹	37.519268	127.118993	와퍼주문시 5% 할인	2000	2018-01-11	16:10:26
4867	97	이비인후과	이비인후과	37.504747	127.169418	코세척 서비스(무료)	1900	2016-08-26	18:06:53
4868	242	백다방	백다방	37.461161	126.926876	무료 토핑 추가	1200	2017-02-15	23:07:04
4869	31	이디야커피	이디야커피	37.611201	126.884496	스마트 오더 사용시 10% 할인	1100	2016-04-11	12:42:56
4870	284	구이가	구이가	37.623864	126.955845	한판 주문시 사이다 제공	1100	2016-06-23	13:32:36
4871	296	정형외과	정형외과	37.515396	127.008914	정형외과의료지점	1900	2016-03-18	14:16:09
4872	186	롯데리아	롯데리아	37.639284	126.89201	롯데리아 음료M 제공	700	2017-02-03	09:32:04
4873	141	스시로로	스시로로	37.574555	126.943551	2pcs 무료 제공	500	2016-12-26	17:59:42
4874	19	꾼	꾼	37.664097	127.1266	소주 2,000 쿠폰	1200	2017-12-29	22:19:26
4875	300	한신포차	한신포차	37.59657	126.964639	닭발 주문시 주먹밥 증정	1600	2016-05-13	18:55:04
4876	110	스시진	스시진	37.641109	127.171178	2pcs 무료 제공	700	2016-10-29	10:58:31
4877	137	쥬씨	쥬씨	37.690135	126.886168	무료 사이즈업	1100	2016-10-28	14:43:41
4878	242	백다방	백다방	37.625657	126.895962	무료 토핑 추가	1500	2016-09-04	23:25:39
4879	202	정형외과	정형외과	37.502173	127.138342	정형외과의료지점	500	2016-03-03	11:42:46
4880	159	아웃백	아웃백	37.698428	126.957525	스테이크 주문시 10% 할인	1400	2016-02-03	16:24:18
4881	50	교보문고	교보문고	37.640398	126.953414	도서 구매시 10% 할인	400	2017-04-23	10:06:46
4882	96	스시진	스시진	37.600564	127.059294	2pcs 무료 제공	1500	2017-08-01	13:38:44
4883	229	멘동	멘동	37.467862	126.932412	규동 5% 할인	2000	2017-10-04	20:20:46
4884	297	약국	약국	37.525585	126.939699	황사 마스크 증정(1매)	1700	2017-09-18	16:07:07
4885	235	닭한마리	닭한마리	37.663492	127.100702	칼국수 사리 무료 리필	1200	2017-01-12	23:17:29
4886	175	봄봄	봄봄	37.59789	126.961621	음료 주문시 쿠폰 도장 2개 추가	1600	2016-04-09	12:33:14
4887	139	베스킨라빈스	베스킨라빈스	37.473183	126.97765	무료 사이즈업	1900	2017-05-07	12:59:22
4888	157	엔젤리너스	엔젤리너스	37.524117	126.904644	제조 음료 주문시 10% 할인	1100	2017-04-10	14:58:29
4889	9	스시진	스시진	37.448018	126.948779	2pcs 무료 제공	100	2017-02-04	16:15:33
4890	215	스시로로	스시로로	37.598464	126.906828	2pcs 무료 제공	1000	2018-03-31	14:57:35
4891	216	파리바게트	파리바게트	37.596687	127.191886	1000원 이상 10% 할인	1400	2017-07-29	21:34:23
4892	294	아웃닭	아웃닭	37.577029	127.176466	치즈스틱 2개 제공	1000	2016-05-29	22:44:27
4893	1	봄봄	봄봄	37.465396	126.85279	음료 주문시 쿠폰 도장 2개 추가	200	2017-10-12	13:13:58
4894	104	파리바게트	파리바게트	37.546201	127.163605	1000원 이상 10% 할인	200	2016-08-31	21:41:18
4895	277	한신포차	한신포차	37.507408	127.088786	닭발 주문시 주먹밥 증정	1600	2017-07-19	16:56:18
4896	68	멘동	멘동	37.571145	127.007601	규동 5% 할인	1400	2018-03-15	22:32:55
4897	105	동경야네	동경야네	37.465027	127.13303	사케동 10% 할인	1100	2017-06-30	10:51:22
4898	234	매드포갈릭	매드포갈릭	37.607947	126.926058	에이드 무료 제공	500	2016-12-08	21:13:41
4899	173	정형외과	정형외과	37.693391	126.950355	정형외과의료지점	1700	2016-10-17	18:02:17
4900	246	봄봄	봄봄	37.586892	126.950649	음료 주문시 쿠폰 도장 2개 추가	700	2016-10-02	14:49:10
4901	207	오쭈	오쭈	37.532933	127.183572	치즈 퐁듀 1회 제공	500	2016-05-21	09:56:07
4902	276	스시진	스시진	37.710104	127.052714	2pcs 무료 제공	100	2018-01-28	17:38:21
4903	174	베스킨라빈스	베스킨라빈스	37.448645	127.134855	무료 사이즈업	700	2017-11-19	15:20:53
4904	179	매드포갈릭	매드포갈릭	37.683277	126.885172	에이드 무료 제공	1600	2016-09-28	15:59:05
4905	99	버거킹	버거킹	37.500171	127.094732	와퍼주문시 5% 할인	400	2017-06-29	10:48:32
4906	206	베스킨라빈스	베스킨라빈스	37.638207	127.198508	무료 사이즈업	500	2016-06-29	12:54:14
4907	138	반디앤루니스	반디앤루니스	37.543571	127.168523	도서 구매시 5% 할인	1700	2016-12-15	13:49:25
4908	50	약국	약국	37.658636	127.000332	황사 마스크 증정(1매)	1600	2017-08-24	15:37:13
4909	99	닭한마리	닭한마리	37.663234	126.977381	칼국수 사리 무료 리필	600	2016-09-09	22:44:47
4910	120	이비인후과	이비인후과	37.61868	127.172357	코세척 서비스(무료)	1700	2017-05-20	19:34:05
4911	13	봄봄	봄봄	37.68155	126.902554	음료 주문시 쿠폰 도장 2개 추가	1400	2017-01-14	19:36:45
4912	141	베스킨라빈스	베스킨라빈스	37.610736	126.945065	무료 사이즈업	2000	2017-01-03	11:10:48
4913	188	정형외과	정형외과	37.443203	127.178017	정형외과의료지점	800	2017-05-09	14:09:07
4914	202	약국	약국	37.581588	127.059306	황사 마스크 증정(1매)	1000	2016-09-22	13:43:35
4915	61	뚜레쥬르	뚜레쥬르	37.562976	127.095812	2000원 이상 5% 할인	900	2017-08-14	20:56:47
4916	291	아웃백	아웃백	37.642162	126.982929	스테이크 주문시 10% 할인	700	2017-09-03	13:38:04
4917	70	김덕후의곱창조	김덕후의곱창조	37.578985	127.100162	곱창 무한 리필 2,000 할인	1000	2016-11-02	23:00:19
4918	210	아웃닭	아웃닭	37.491531	127.026568	치즈스틱 2개 제공	1700	2017-10-26	14:42:55
4919	61	스시로로	스시로로	37.502058	127.002681	2pcs 무료 제공	1200	2017-01-08	13:50:25
4920	101	스시로로	스시로로	37.464249	126.95873	2pcs 무료 제공	700	2017-01-22	13:22:22
4921	131	엔젤리너스	엔젤리너스	37.528895	127.173565	제조 음료 주문시 10% 할인	200	2016-07-06	22:23:45
4922	291	꾼	꾼	37.673901	126.907938	소주 2,000 쿠폰	500	2017-01-06	19:10:15
4923	58	스시진	스시진	37.579631	127.096086	2pcs 무료 제공	500	2016-07-15	23:41:32
4924	143	동경야네	동경야네	37.711145	127.142792	사케동 10% 할인	1400	2016-04-18	11:11:49
4925	207	이디야커피	이디야커피	37.445085	127.136467	스마트 오더 사용시 10% 할인	700	2017-08-28	13:20:22
4926	46	리얼후라이	리얼후라이	37.528392	127.155528	크리스피 후라이드 10% 할인	1800	2016-08-04	13:19:23
4927	195	스시로로	스시로로	37.470399	127.166966	2pcs 무료 제공	1000	2016-12-02	12:31:12
4928	150	멘동	멘동	37.625869	127.007275	규동 5% 할인	400	2016-02-05	23:55:02
4929	265	쥬씨	쥬씨	37.523763	127.067164	무료 사이즈업	2000	2017-03-30	15:42:41
4930	200	약국	약국	37.677821	126.927604	황사 마스크 증정(1매)	100	2017-05-02	13:08:01
4931	10	교보문고	교보문고	37.453827	127.147582	도서 구매시 10% 할인	1700	2016-08-30	23:27:44
4932	159	꾼	꾼	37.58052	126.971269	소주 2,000 쿠폰	100	2016-03-03	09:03:08
4933	236	원할머니보쌈	원할머니보쌈	37.447854	127.088754	족발 3,000 할인 쿠폰 제공	1600	2016-01-24	17:18:42
4934	188	파리바게트	파리바게트	37.603299	127.027403	1000원 이상 10% 할인	600	2017-06-01	20:51:36
4935	65	롯데리아	롯데리아	37.512569	127.18052	롯데리아 음료M 제공	2000	2017-05-23	14:59:44
4936	264	김덕후의곱창조	김덕후의곱창조	37.519561	126.867774	곱창 무한 리필 2,000 할인	1500	2017-04-25	20:19:20
4937	259	백다방	백다방	37.615135	127.097212	무료 토핑 추가	900	2018-02-14	18:26:43
4938	44	홍콩반점	홍콩반점	37.602854	126.933648	찹쌀 탕수육 10% 할인	1100	2016-05-06	16:56:26
4939	248	롯데리아	롯데리아	37.463152	126.894589	롯데리아 음료M 제공	1700	2018-02-18	15:29:13
4940	129	베스킨라빈스	베스킨라빈스	37.570393	127.170358	무료 사이즈업	800	2018-03-17	14:28:50
4941	83	멘동	멘동	37.608404	126.867146	규동 5% 할인	1300	2016-11-14	10:21:46
4942	33	교보문고	교보문고	37.553865	126.999216	도서 구매시 10% 할인	500	2016-07-27	23:53:35
4943	125	연래춘	연래춘	37.635765	127.010972	현금 결재시 10% 할인	1200	2016-11-15	09:59:03
4944	252	쥬씨	쥬씨	37.637219	126.980007	무료 사이즈업	1800	2017-07-25	21:39:44
4945	267	스시로로	스시로로	37.477454	126.900617	2pcs 무료 제공	1600	2016-09-12	11:18:12
4946	46	백다방	백다방	37.632387	126.860268	무료 토핑 추가	1800	2018-01-06	18:39:24
4947	268	엔젤리너스	엔젤리너스	37.474874	127.145724	제조 음료 주문시 10% 할인	100	2017-11-01	11:55:55
4948	65	김덕후의곱창조	김덕후의곱창조	37.648406	127.09716	곱창 무한 리필 2,000 할인	1800	2016-12-25	18:47:33
4949	234	쥬씨	쥬씨	37.501276	127.077697	무료 사이즈업	1300	2017-09-02	20:34:12
4950	52	연래춘	연래춘	37.496263	126.901551	현금 결재시 10% 할인	400	2017-08-31	20:59:24
4951	114	베스킨라빈스	베스킨라빈스	37.650209	126.973739	무료 사이즈업	2000	2016-10-12	14:28:26
4952	159	쥬씨	쥬씨	37.690484	126.923575	무료 사이즈업	1500	2017-06-08	17:06:34
4953	240	동경야네	동경야네	37.505767	127.078612	사케동 10% 할인	1500	2017-12-17	18:21:54
4954	300	한신포차	한신포차	37.631624	126.865468	닭발 주문시 주먹밥 증정	400	2016-07-15	18:53:21
4955	292	아웃닭	아웃닭	37.558931	126.93508	치즈스틱 2개 제공	800	2017-02-21	13:30:22
4956	218	엔젤리너스	엔젤리너스	37.536336	126.921941	제조 음료 주문시 10% 할인	1000	2018-01-15	23:33:25
