gift_key,payment_idx,card_key,gift_title,gift_place,gift_latitude,gift_longitude,gift_content,gift_cost,gift_date,gift_time
4502,8083,254,스시로로,스시로로,37.512165,126.946712,2pcs 무료 제공,1300,2018-01-04,12:21:29
4503,5377,141,베스킨라빈스,베스킨라빈스,37.610736,126.945065,무료 사이즈업,400,2017-01-03,11:10:48
4504,13262,64,리얼후라이,리얼후라이,37.674809,127.00596,크리스피 후라이드 10% 할인,500,2017-01-29,12:06:17
4505,8826,190,아웃백,아웃백,37.629476,126.999253,스테이크 주문시 10% 할인,500,2016-10-02,13:48:34
4506,5829,192,백다방,백다방,37.544896,126.931445,무료 토핑 추가,1800,2016-02-24,14:19:43
4507,9710,159,한신포차,한신포차,37.569606,126.910583,닭발 주문시 주먹밥 증정,1700,2016-10-23,12:05:53
4508,5065,183,베스킨라빈스,베스킨라빈스,37.675449,126.883401,무료 사이즈업,1900,2016-09-07,23:21:23
4509,13525,257,엔젤리너스,엔젤리너스,37.61388,127.027086,제조 음료 주문시 10% 할인,800,2017-02-08,17:11:33
4510,5530,221,이비인후과,이비인후과,37.687003,127.047006,코세척 서비스(무료),100,2018-04-02,16:07:56
4511,10489,29,매드포갈릭,매드포갈릭,37.68321,127.128985,에이드 무료 제공,200,2016-03-18,14:14:03
4512,11492,200,엔젤리너스,엔젤리너스,37.533184,126.995738,제조 음료 주문시 10% 할인,1600,2016-01-18,18:29:28
4513,3774,262,동경야네,동경야네,37.563885,127.071899,사케동 10% 할인,800,2017-11-21,13:18:12
4514,7667,224,파리바게트,파리바게트,37.591933,127.119518,1000원 이상 10% 할인,1600,2016-10-09,15:09:03
4515,2497,58,아웃닭,아웃닭,37.696364,126.987028,치즈스틱 2개 제공,1300,2016-12-13,18:11:39
4516,9096,44,꾼,꾼,37.615494,127.062216,"소주 2,000 쿠폰",1900,2017-02-24,23:27:52
4517,2779,160,교보문고,교보문고,37.440176,126.86113,도서 구매시 10% 할인,1700,2017-01-16,23:05:19
4518,13243,80,뚜레쥬르,뚜레쥬르,37.565283,127.114797,2000원 이상 5% 할인,1600,2017-12-17,13:43:18
4519,1183,92,이비인후과,이비인후과,37.697509,127.119527,코세척 서비스(무료),1200,2017-07-21,18:49:30
4520,9814,10,버거킹,버거킹,37.705649,126.910106,와퍼주문시 5% 할인,500,2018-01-28,13:20:39
4521,6450,62,원할머니보쌈,원할머니보쌈,37.635602,126.86349,"족발 3,000 할인 쿠폰 제공",1800,2018-03-07,09:47:50
4522,10210,47,원할머니보쌈,원할머니보쌈,37.469275,127.001184,"족발 3,000 할인 쿠폰 제공",1800,2018-01-27,09:34:06
4523,11401,209,약국,약국,37.698186,127.027422,황사 마스크 증정(1매),800,2016-05-29,13:01:24
4524,6911,40,홍콩반점,홍콩반점,37.645652,127.03302,찹쌀 탕수육 10% 할인,100,2018-03-13,15:10:12
4525,37,175,파리바게트,파리바게트,37.474247,126.993952,1000원 이상 10% 할인,1100,2016-03-10,10:43:38
4526,7417,134,연래춘,연래춘,37.62446,126.895495,현금 결재시 10% 할인,900,2017-02-21,22:33:16
4527,5801,264,구이가,구이가,37.562505,126.980795,한판 주문시 사이다 제공,1200,2016-01-25,21:32:14
4528,8395,42,백다방,백다방,37.448632,127.19076,무료 토핑 추가,1800,2017-04-22,10:07:20
4529,3231,295,파리바게트,파리바게트,37.671373,126.972195,1000원 이상 10% 할인,1100,2017-04-05,12:13:33
4530,4508,203,멘동,멘동,37.476027,126.945053,규동 5% 할인,200,2017-05-15,16:18:09
4531,11626,174,김덕후의곱창조,김덕후의곱창조,37.525878,127.123643,"곱창 무한 리필 2,000 할인",1100,2016-08-10,21:14:12
4532,2293,209,버거킹,버거킹,37.523033,127.159133,와퍼주문시 5% 할인,100,2017-04-02,11:15:30
4533,4483,56,정형외과,정형외과,37.709485,127.103185,정형외과의료지점,500,2017-08-11,13:54:17
4534,1505,205,김덕후의곱창조,김덕후의곱창조,37.49028,126.948297,"곱창 무한 리필 2,000 할인",1000,2016-08-04,10:56:50
4535,3365,106,이디야커피,이디야커피,37.504726,127.039091,스마트 오더 사용시 10% 할인,1300,2017-02-24,20:41:09
4536,11782,126,파리바게트,파리바게트,37.530999,126.902088,1000원 이상 10% 할인,1900,2017-02-28,12:00:37
4537,11405,220,리얼후라이,리얼후라이,37.452129,126.881349,크리스피 후라이드 10% 할인,1400,2016-12-14,15:31:44
4538,14370,19,버거킹,버거킹,37.493044,127.078492,와퍼주문시 5% 할인,1700,2017-10-28,16:42:10
4539,13432,190,봄봄,봄봄,37.626599,127.161287,음료 주문시 쿠폰 도장 2개 추가,600,2017-03-22,14:51:54
4540,5972,273,스시진,스시진,37.639955,127.186188,2pcs 무료 제공,300,2017-03-11,16:09:56
4541,971,286,버거킹,버거킹,37.487505,126.896677,와퍼주문시 5% 할인,500,2017-04-14,11:00:44
4542,5013,68,구이가,구이가,37.441951,127.016023,한판 주문시 사이다 제공,600,2017-03-05,11:19:37
4543,10714,92,교보문고,교보문고,37.644321,127.171309,도서 구매시 10% 할인,700,2016-07-22,12:15:53
4544,7775,242,백다방,백다방,37.472973,127.087944,무료 토핑 추가,800,2017-02-16,13:18:23
4545,7412,32,꾼,꾼,37.66882,127.07838,"소주 2,000 쿠폰",1200,2016-01-19,19:36:06
4546,3168,15,정형외과,정형외과,37.688104,127.005466,정형외과의료지점,600,2016-08-11,11:23:20
4547,7212,280,버거킹,버거킹,37.488209,127.048924,와퍼주문시 5% 할인,1000,2016-02-24,10:17:04
4548,8359,201,약국,약국,37.472704,126.93929,황사 마스크 증정(1매),1200,2017-04-14,18:13:20
4549,5323,282,스시로로,스시로로,37.572553,127.039895,2pcs 무료 제공,200,2016-07-23,09:35:31
4550,2475,267,아웃닭,아웃닭,37.717266,127.018236,치즈스틱 2개 제공,2000,2016-09-19,12:33:46
4551,10888,14,스시로로,스시로로,37.593026,127.137856,2pcs 무료 제공,1600,2016-03-20,15:05:47
4552,14176,210,교보문고,교보문고,37.578843,127.187325,도서 구매시 10% 할인,1300,2017-07-29,15:21:44
4553,6275,171,엔젤리너스,엔젤리너스,37.495031,127.021753,제조 음료 주문시 10% 할인,200,2016-11-17,23:05:23
4554,9345,109,엔젤리너스,엔젤리너스,37.674549,127.128763,제조 음료 주문시 10% 할인,800,2018-03-15,22:18:25
4555,14618,3,아웃닭,아웃닭,37.512088,127.080044,치즈스틱 2개 제공,300,2017-06-28,22:29:50
4556,13184,97,리얼후라이,리얼후라이,37.634949,127.106994,크리스피 후라이드 10% 할인,300,2016-03-19,20:17:17
4557,7931,280,뚜레쥬르,뚜레쥬르,37.466893,126.877519,2000원 이상 5% 할인,300,2016-04-06,21:43:56
4558,7995,277,홍콩반점,홍콩반점,37.687121,127.141308,찹쌀 탕수육 10% 할인,1000,2016-05-17,16:23:09
4559,4557,215,베스킨라빈스,베스킨라빈스,37.691137,126.938632,무료 사이즈업,1400,2016-09-27,19:26:46
4560,11864,172,뚜레쥬르,뚜레쥬르,37.665105,126.851233,2000원 이상 5% 할인,1700,2016-06-15,10:30:08
4561,10879,143,버거킹,버거킹,37.597698,127.121527,와퍼주문시 5% 할인,2000,2016-05-02,22:17:45
4562,9418,73,교보문고,교보문고,37.50331,127.059044,도서 구매시 10% 할인,300,2017-06-05,15:32:13
4563,7807,2,반디앤루니스,반디앤루니스,37.715491,126.995882,도서 구매시 5% 할인,1000,2016-06-22,19:48:12
4564,2475,267,아웃닭,아웃닭,37.717266,127.018236,치즈스틱 2개 제공,1100,2016-09-19,12:33:46
4565,5576,200,김덕후의곱창조,김덕후의곱창조,37.464958,127.011482,"곱창 무한 리필 2,000 할인",1500,2016-11-01,20:15:11
4566,8373,178,봄봄,봄봄,37.55163,127.13032,음료 주문시 쿠폰 도장 2개 추가,600,2017-05-10,13:50:57
4567,6306,40,뚜레쥬르,뚜레쥬르,37.467476,127.005571,2000원 이상 5% 할인,1200,2016-08-22,13:24:21
4568,633,212,매드포갈릭,매드포갈릭,37.618107,127.061592,에이드 무료 제공,400,2016-02-17,22:08:50
4569,3137,168,엔젤리너스,엔젤리너스,37.656219,127.177071,제조 음료 주문시 10% 할인,1000,2016-11-08,18:27:17
4570,13679,80,교보문고,교보문고,37.493315,127.152652,도서 구매시 10% 할인,1100,2018-02-04,09:31:51
4571,11399,70,쥬씨,쥬씨,37.55182,126.911086,무료 사이즈업,900,2018-01-21,09:18:00
4572,1381,115,봄봄,봄봄,37.681499,126.861348,음료 주문시 쿠폰 도장 2개 추가,1500,2017-07-16,13:17:45
4573,1019,113,약국,약국,37.618686,127.041754,황사 마스크 증정(1매),100,2017-09-19,16:09:19
4574,6700,147,버거킹,버거킹,37.522251,127.059525,와퍼주문시 5% 할인,1700,2016-11-23,14:30:48
4575,12733,106,동경야네,동경야네,37.522924,126.87739,사케동 10% 할인,1500,2018-03-05,23:01:18
4576,8195,163,버거킹,버거킹,37.487381,127.129678,와퍼주문시 5% 할인,200,2017-05-23,17:41:59
4577,1481,281,구이가,구이가,37.632219,127.061821,한판 주문시 사이다 제공,200,2017-08-08,23:49:45
4578,14106,227,아웃백,아웃백,37.544008,126.935159,스테이크 주문시 10% 할인,2000,2016-09-21,11:20:16
4579,13571,235,교보문고,교보문고,37.533227,126.857063,도서 구매시 10% 할인,500,2017-10-23,20:08:15
4580,6004,144,파리바게트,파리바게트,37.652397,127.005726,1000원 이상 10% 할인,300,2018-02-06,11:45:07
4581,3722,232,스시진,스시진,37.563876,127.157788,2pcs 무료 제공,1000,2017-07-10,13:41:23
4582,6563,289,원할머니보쌈,원할머니보쌈,37.616538,127.043815,"족발 3,000 할인 쿠폰 제공",1600,2016-02-20,11:31:12
4583,9483,133,오쭈,오쭈,37.528276,127.124191,치즈 퐁듀 1회 제공,600,2016-07-24,19:57:29
4584,1440,240,정형외과,정형외과,37.440957,127.149103,정형외과의료지점,100,2017-06-24,14:17:22
4585,9726,76,김덕후의곱창조,김덕후의곱창조,37.557546,126.991232,"곱창 무한 리필 2,000 할인",500,2016-11-27,09:42:10
4586,8864,8,한신포차,한신포차,37.453692,126.887384,닭발 주문시 주먹밥 증정,1000,2018-01-26,23:23:07
4587,14031,211,반디앤루니스,반디앤루니스,37.642789,127.058012,도서 구매시 5% 할인,400,2016-01-19,23:21:24
4588,11894,185,동경야네,동경야네,37.677308,127.191589,사케동 10% 할인,600,2016-06-02,14:32:00
4589,12695,49,꾼,꾼,37.551569,127.06799,"소주 2,000 쿠폰",1200,2016-11-28,13:11:06
4590,14109,71,연래춘,연래춘,37.556631,127.075935,현금 결재시 10% 할인,400,2017-09-22,19:56:13
4591,6690,297,쥬씨,쥬씨,37.577147,127.074328,무료 사이즈업,800,2017-01-29,22:48:27
4592,14242,136,김덕후의곱창조,김덕후의곱창조,37.44362,126.928435,"곱창 무한 리필 2,000 할인",2000,2017-04-18,17:56:33
4593,13642,97,스시로로,스시로로,37.683568,127.025296,2pcs 무료 제공,1900,2017-01-02,20:41:46
4594,13990,119,정형외과,정형외과,37.650082,126.9788,정형외과의료지점,100,2016-12-01,11:20:20
4595,7971,107,홍콩반점,홍콩반점,37.581264,127.074065,찹쌀 탕수육 10% 할인,1900,2018-01-13,18:11:59
4596,12016,229,닭한마리,닭한마리,37.716284,126.975999,칼국수 사리 무료 리필,700,2017-09-03,13:51:21
4597,7179,186,이디야커피,이디야커피,37.645195,126.89964,스마트 오더 사용시 10% 할인,900,2016-04-19,16:57:03
4598,2760,130,봄봄,봄봄,37.468695,126.986361,음료 주문시 쿠폰 도장 2개 추가,1000,2018-02-02,13:22:35
4599,2726,283,봄봄,봄봄,37.497231,127.114062,음료 주문시 쿠폰 도장 2개 추가,800,2016-08-28,16:31:08
4600,11381,228,반디앤루니스,반디앤루니스,37.715775,126.862961,도서 구매시 5% 할인,1600,2017-06-29,13:57:23
4601,7804,98,아웃닭,아웃닭,37.593737,126.872129,치즈스틱 2개 제공,100,2017-11-12,10:41:20
4602,9489,205,꾼,꾼,37.452705,127.071593,"소주 2,000 쿠폰",1700,2017-04-03,19:38:11
4603,11876,245,꾼,꾼,37.454098,126.900942,"소주 2,000 쿠폰",300,2016-04-09,09:38:22
4604,2969,67,한신포차,한신포차,37.451363,126.919281,닭발 주문시 주먹밥 증정,700,2018-04-01,16:34:33
4605,8048,67,김덕후의곱창조,김덕후의곱창조,37.542655,127.132454,"곱창 무한 리필 2,000 할인",1400,2016-01-08,13:12:30
4606,7744,97,약국,약국,37.639871,126.867752,황사 마스크 증정(1매),200,2018-01-16,16:27:43
4607,1940,53,쥬씨,쥬씨,37.695403,126.978636,무료 사이즈업,400,2016-05-17,09:29:52
4608,10736,254,정형외과,정형외과,37.641907,126.965813,정형외과의료지점,1200,2017-01-24,20:06:33
4609,7362,230,반디앤루니스,반디앤루니스,37.717878,126.985292,도서 구매시 5% 할인,100,2016-04-30,14:36:03
4610,6434,249,구이가,구이가,37.70836,127.139942,한판 주문시 사이다 제공,500,2016-11-11,21:06:03
4611,5147,95,파리바게트,파리바게트,37.620665,127.052164,1000원 이상 10% 할인,500,2016-12-29,18:07:36
4612,5665,110,스시로로,스시로로,37.665569,126.989152,2pcs 무료 제공,700,2016-04-05,10:49:59
4613,11486,234,꾼,꾼,37.507109,127.024447,"소주 2,000 쿠폰",1900,2017-02-04,19:28:15
4614,8581,146,교보문고,교보문고,37.521222,126.980701,도서 구매시 10% 할인,1600,2017-09-17,12:34:17
4615,10534,238,연래춘,연래춘,37.440014,126.859927,현금 결재시 10% 할인,1000,2016-03-22,18:34:19
4616,13713,246,엔젤리너스,엔젤리너스,37.575542,127.098526,제조 음료 주문시 10% 할인,1100,2016-11-08,09:54:29
4617,9878,190,정형외과,정형외과,37.657668,126.94944,정형외과의료지점,2000,2016-05-18,16:59:36
4618,10881,236,아웃닭,아웃닭,37.456728,127.075842,치즈스틱 2개 제공,1700,2018-02-20,20:44:00
4619,2680,141,교보문고,교보문고,37.516703,127.136593,도서 구매시 10% 할인,100,2017-01-31,10:49:52
4620,3752,60,원할머니보쌈,원할머니보쌈,37.611218,127.173514,"족발 3,000 할인 쿠폰 제공",1200,2017-03-28,10:25:10
4621,13546,156,이비인후과,이비인후과,37.573478,127.138792,코세척 서비스(무료),1900,2017-06-24,21:55:11
4622,8050,220,꾼,꾼,37.683848,126.989049,"소주 2,000 쿠폰",2000,2017-05-25,10:05:29
4623,7003,216,뚜레쥬르,뚜레쥬르,37.69861,126.89078,2000원 이상 5% 할인,2000,2017-10-14,20:55:37
4624,12525,3,쥬씨,쥬씨,37.699397,127.159005,무료 사이즈업,1300,2016-12-21,10:09:50
4625,3801,176,닭한마리,닭한마리,37.501914,126.94087,칼국수 사리 무료 리필,700,2016-02-01,22:39:06
4626,9256,139,봄봄,봄봄,37.59248,127.131064,음료 주문시 쿠폰 도장 2개 추가,1400,2017-09-04,13:44:27
4627,4278,288,뚜레쥬르,뚜레쥬르,37.63976,127.092317,2000원 이상 5% 할인,1100,2017-03-01,14:12:20
4628,10915,246,홍콩반점,홍콩반점,37.671534,126.885529,찹쌀 탕수육 10% 할인,200,2017-12-04,11:53:59
4629,8261,225,파리바게트,파리바게트,37.544477,126.980797,1000원 이상 10% 할인,2000,2016-03-18,10:20:40
4630,3971,67,구이가,구이가,37.478727,126.8944,한판 주문시 사이다 제공,500,2016-12-30,21:55:29
4631,6758,152,반디앤루니스,반디앤루니스,37.489772,127.160722,도서 구매시 5% 할인,800,2018-02-11,23:03:06
4632,14593,116,꾼,꾼,37.539197,126.915635,"소주 2,000 쿠폰",600,2016-09-07,15:37:15
4633,14463,120,아웃닭,아웃닭,37.604064,127.15607,치즈스틱 2개 제공,500,2016-03-06,15:57:06
4634,11992,188,교보문고,교보문고,37.588457,126.934437,도서 구매시 10% 할인,1700,2016-01-25,11:26:54
4635,1839,251,이디야커피,이디야커피,37.668649,126.988788,스마트 오더 사용시 10% 할인,1000,2017-02-05,16:04:42
4636,12071,297,구이가,구이가,37.440913,126.993781,한판 주문시 사이다 제공,1800,2017-08-18,17:41:00
4637,12343,269,리얼후라이,리얼후라이,37.465926,127.008356,크리스피 후라이드 10% 할인,300,2018-02-05,22:52:38
4638,8770,226,아웃닭,아웃닭,37.492826,126.85941,치즈스틱 2개 제공,600,2017-07-04,09:30:22
4639,11916,184,스시진,스시진,37.658996,126.927382,2pcs 무료 제공,100,2016-09-19,15:12:07
4640,4853,39,약국,약국,37.634549,126.991713,황사 마스크 증정(1매),1800,2018-03-04,09:55:38
4641,5806,166,베스킨라빈스,베스킨라빈스,37.668115,127.19481,무료 사이즈업,1400,2017-06-04,23:47:24
4642,7836,189,동경야네,동경야네,37.501607,127.068041,사케동 10% 할인,1700,2017-09-24,13:41:24
4643,6837,178,쥬씨,쥬씨,37.684408,126.998953,무료 사이즈업,700,2017-10-26,19:18:27
4644,1411,106,한신포차,한신포차,37.469388,127.193487,닭발 주문시 주먹밥 증정,1200,2017-12-31,19:50:05
4645,5455,294,멘동,멘동,37.675379,126.87438,규동 5% 할인,1400,2018-03-04,17:11:12
4646,14394,180,롯데리아,롯데리아,37.613055,127.192749,롯데리아 음료M 제공,400,2016-12-08,17:09:45
4647,981,185,리얼후라이,리얼후라이,37.449023,127.061067,크리스피 후라이드 10% 할인,2000,2016-09-13,16:30:11
4648,7723,71,정형외과,정형외과,37.686796,126.918242,정형외과의료지점,700,2016-04-18,13:54:28
4649,9849,5,연래춘,연래춘,37.589438,126.911936,현금 결재시 10% 할인,1900,2017-09-14,15:33:35
4650,13436,264,한신포차,한신포차,37.453336,127.012254,닭발 주문시 주먹밥 증정,1600,2016-09-06,13:54:04
4651,8327,20,동경야네,동경야네,37.468419,126.903021,사케동 10% 할인,1400,2016-06-18,15:05:01
4652,2004,214,반디앤루니스,반디앤루니스,37.466169,126.882166,도서 구매시 5% 할인,1500,2017-01-05,22:20:12
4653,9617,162,동경야네,동경야네,37.482645,127.006246,사케동 10% 할인,1300,2018-02-06,14:21:18
4654,1513,83,약국,약국,37.552472,127.082742,황사 마스크 증정(1매),1100,2017-08-17,17:36:52
4655,13002,256,엔젤리너스,엔젤리너스,37.600989,126.860692,제조 음료 주문시 10% 할인,100,2016-03-02,16:38:06
4656,9181,73,오쭈,오쭈,37.618208,126.879176,치즈 퐁듀 1회 제공,1400,2018-03-16,20:23:43
4657,13715,84,오쭈,오쭈,37.620511,127.002153,치즈 퐁듀 1회 제공,1200,2017-08-16,20:30:52
4658,10858,223,스시진,스시진,37.551902,127.095597,2pcs 무료 제공,700,2016-06-11,19:07:28
4659,4213,15,동경야네,동경야네,37.683196,127.008928,사케동 10% 할인,900,2016-04-28,12:44:32
4660,1449,133,한신포차,한신포차,37.584771,127.186072,닭발 주문시 주먹밥 증정,1200,2017-04-15,21:04:38
4661,13861,49,한신포차,한신포차,37.630562,127.198319,닭발 주문시 주먹밥 증정,300,2016-07-05,10:27:36
4662,2494,102,이디야커피,이디야커피,37.506026,127.016049,스마트 오더 사용시 10% 할인,500,2016-09-05,15:07:01
4663,1795,79,스시로로,스시로로,37.586537,127.009588,2pcs 무료 제공,100,2016-08-18,21:18:49
4664,788,31,베스킨라빈스,베스킨라빈스,37.646017,127.181469,무료 사이즈업,1800,2017-02-05,21:40:57
4665,7606,102,한신포차,한신포차,37.66298,126.862357,닭발 주문시 주먹밥 증정,700,2017-08-22,17:52:45
4666,4648,174,정형외과,정형외과,37.697382,127.109898,정형외과의료지점,1800,2017-08-13,22:49:28
4667,3512,124,매드포갈릭,매드포갈릭,37.630938,126.850184,에이드 무료 제공,900,2016-01-05,23:17:04
4668,10118,171,롯데리아,롯데리아,37.516072,126.921436,롯데리아 음료M 제공,1600,2018-03-13,15:39:15
4669,3171,207,백다방,백다방,37.625797,127.124349,무료 토핑 추가,400,2016-02-23,19:59:02
4670,4649,138,교보문고,교보문고,37.643217,127.02082,도서 구매시 10% 할인,1700,2016-08-22,19:57:23
4671,11402,298,리얼후라이,리얼후라이,37.596008,127.02037,크리스피 후라이드 10% 할인,2000,2016-11-15,17:53:21
4672,806,213,정형외과,정형외과,37.695358,126.907739,정형외과의료지점,1400,2016-08-15,10:34:05
4673,6354,88,이디야커피,이디야커피,37.488099,126.954208,스마트 오더 사용시 10% 할인,1900,2016-03-21,11:58:12
4674,3085,149,오쭈,오쭈,37.471142,126.885631,치즈 퐁듀 1회 제공,1100,2016-08-05,13:09:42
4675,5009,63,백다방,백다방,37.446911,127.121351,무료 토핑 추가,100,2017-02-11,12:37:15
4676,292,266,오쭈,오쭈,37.589061,127.156628,치즈 퐁듀 1회 제공,700,2017-12-10,11:47:42
4677,730,30,반디앤루니스,반디앤루니스,37.650821,127.115164,도서 구매시 5% 할인,400,2017-09-30,12:53:44
4678,8271,173,봄봄,봄봄,37.484849,126.914153,음료 주문시 쿠폰 도장 2개 추가,1400,2017-04-24,15:27:33
4679,7652,135,스시진,스시진,37.62692,127.060839,2pcs 무료 제공,1900,2018-03-25,18:02:13
4680,13560,196,한신포차,한신포차,37.530821,126.967728,닭발 주문시 주먹밥 증정,1000,2016-12-21,19:18:51
4681,1064,186,이비인후과,이비인후과,37.710761,126.986114,코세척 서비스(무료),1500,2016-08-30,21:57:28
4682,1761,97,엔젤리너스,엔젤리너스,37.61673,127.039375,제조 음료 주문시 10% 할인,400,2016-04-29,19:32:25
4683,1308,179,스시로로,스시로로,37.582597,127.105196,2pcs 무료 제공,100,2018-03-07,13:15:09
4684,10861,184,꾼,꾼,37.456718,126.997706,"소주 2,000 쿠폰",1700,2018-01-12,13:01:01
4685,2022,141,멘동,멘동,37.554835,127.143812,규동 5% 할인,1400,2017-12-15,17:30:47
4686,4493,244,구이가,구이가,37.638846,126.853863,한판 주문시 사이다 제공,1200,2016-12-04,11:12:57
4687,14560,86,베스킨라빈스,베스킨라빈스,37.638556,127.1035,무료 사이즈업,1800,2017-02-18,21:29:48
4688,8321,2,롯데리아,롯데리아,37.681296,127.193843,롯데리아 음료M 제공,1500,2016-07-29,14:53:21
4689,4304,262,교보문고,교보문고,37.47995,127.082248,도서 구매시 10% 할인,1900,2017-08-15,18:11:13
4690,1293,140,뚜레쥬르,뚜레쥬르,37.598343,127.059829,2000원 이상 5% 할인,100,2017-10-01,11:28:30
4691,11793,287,스시로로,스시로로,37.549474,127.024463,2pcs 무료 제공,300,2017-02-14,13:35:56
4692,7326,92,원할머니보쌈,원할머니보쌈,37.709916,127.098346,"족발 3,000 할인 쿠폰 제공",1700,2016-05-22,09:27:43
4693,2728,246,리얼후라이,리얼후라이,37.682034,126.923619,크리스피 후라이드 10% 할인,400,2017-10-14,20:17:17
4694,11740,20,오쭈,오쭈,37.691475,127.002592,치즈 퐁듀 1회 제공,700,2016-02-16,17:02:57
4695,5896,252,닭한마리,닭한마리,37.566904,127.161752,칼국수 사리 무료 리필,100,2017-07-02,22:39:59
4696,2699,236,홍콩반점,홍콩반점,37.527291,126.958456,찹쌀 탕수육 10% 할인,1900,2017-08-01,12:39:32
4697,1331,160,꾼,꾼,37.497498,127.05755,"소주 2,000 쿠폰",300,2018-03-27,15:02:17
4698,9777,166,오쭈,오쭈,37.544789,127.135312,치즈 퐁듀 1회 제공,1700,2017-02-22,13:54:32
4699,11124,13,한신포차,한신포차,37.530973,127.097298,닭발 주문시 주먹밥 증정,1700,2017-10-22,15:13:19
4700,7243,24,약국,약국,37.682281,127.129328,황사 마스크 증정(1매),1800,2017-11-24,16:48:17
4701,410,293,반디앤루니스,반디앤루니스,37.581883,127.062393,도서 구매시 5% 할인,1900,2017-06-24,17:36:49
4702,9582,112,스시로로,스시로로,37.452734,126.929778,2pcs 무료 제공,1400,2017-02-01,17:16:39
4703,13331,75,봄봄,봄봄,37.645523,127.051782,음료 주문시 쿠폰 도장 2개 추가,1700,2018-03-26,13:00:00
4704,7489,249,연래춘,연래춘,37.452473,126.852497,현금 결재시 10% 할인,600,2017-07-15,17:23:09
4705,226,6,김덕후의곱창조,김덕후의곱창조,37.447991,127.106101,"곱창 무한 리필 2,000 할인",600,2017-12-06,21:21:58
4706,12461,164,멘동,멘동,37.509566,126.929952,규동 5% 할인,1500,2018-01-05,16:38:50
4707,10351,68,멘동,멘동,37.640774,126.999111,규동 5% 할인,1300,2016-12-01,22:42:57
4708,12098,106,롯데리아,롯데리아,37.592545,127.093541,롯데리아 음료M 제공,1500,2017-10-31,20:45:49
4709,12117,70,봄봄,봄봄,37.674168,126.904443,음료 주문시 쿠폰 도장 2개 추가,200,2018-02-21,12:09:18
4710,10544,74,버거킹,버거킹,37.469974,126.927644,와퍼주문시 5% 할인,1500,2016-09-30,15:58:05
4711,6888,6,정형외과,정형외과,37.568492,127.083417,정형외과의료지점,1900,2016-11-05,18:32:53
4712,53,76,연래춘,연래춘,37.612814,127.021294,현금 결재시 10% 할인,100,2017-07-07,14:58:38
4713,2367,43,정형외과,정형외과,37.490299,127.00843,정형외과의료지점,1200,2016-07-23,17:30:35
4714,10345,95,백다방,백다방,37.641381,127.010506,무료 토핑 추가,1600,2017-02-11,21:48:12
4715,14570,68,뚜레쥬르,뚜레쥬르,37.501116,127.054806,2000원 이상 5% 할인,1000,2016-07-22,23:33:48
4716,2023,41,파리바게트,파리바게트,37.552558,126.968548,1000원 이상 10% 할인,1200,2016-05-03,21:18:40
4717,9649,207,리얼후라이,리얼후라이,37.687754,127.098798,크리스피 후라이드 10% 할인,600,2017-09-17,09:50:21
4718,14387,248,롯데리아,롯데리아,37.463152,126.894589,롯데리아 음료M 제공,1700,2018-02-18,15:29:13
4719,3664,130,아웃백,아웃백,37.503358,127.171861,스테이크 주문시 10% 할인,900,2017-03-10,09:37:11
4720,1822,25,약국,약국,37.584334,126.871522,황사 마스크 증정(1매),1100,2017-02-20,18:07:02
4721,2766,252,아웃닭,아웃닭,37.527497,127.12716,치즈스틱 2개 제공,400,2016-10-16,21:14:59
4722,13751,273,오쭈,오쭈,37.49203,127.04107,치즈 퐁듀 1회 제공,1700,2017-02-26,09:17:05
4723,14229,160,꾼,꾼,37.682694,126.9291,"소주 2,000 쿠폰",1800,2017-08-19,18:38:23
4724,13698,42,파리바게트,파리바게트,37.534869,126.997486,1000원 이상 10% 할인,1500,2016-05-04,17:51:53
4725,9355,183,엔젤리너스,엔젤리너스,37.451966,127.080525,제조 음료 주문시 10% 할인,1600,2016-04-13,20:02:24
4726,11091,252,닭한마리,닭한마리,37.549772,126.86307,칼국수 사리 무료 리필,2000,2016-05-23,15:02:05
4727,13890,264,이비인후과,이비인후과,37.666118,127.005844,코세척 서비스(무료),200,2017-12-19,09:08:23
4728,7633,98,백다방,백다방,37.45818,126.963575,무료 토핑 추가,900,2016-08-07,12:15:59
4729,12602,291,꾼,꾼,37.673901,126.907938,"소주 2,000 쿠폰",2000,2017-01-06,19:10:15
4730,51,248,스시진,스시진,37.646674,126.928954,2pcs 무료 제공,1900,2016-08-09,11:46:31
4731,4592,73,베스킨라빈스,베스킨라빈스,37.602076,127.164396,무료 사이즈업,700,2016-09-13,22:44:38
4732,915,233,오쭈,오쭈,37.555465,126.992475,치즈 퐁듀 1회 제공,400,2017-10-13,14:09:52
4733,1365,141,스시로로,스시로로,37.637183,127.19818,2pcs 무료 제공,500,2017-11-25,10:26:05
4734,13630,274,꾼,꾼,37.531916,127.032274,"소주 2,000 쿠폰",100,2016-05-24,13:56:12
4735,823,32,아웃백,아웃백,37.666565,127.062638,스테이크 주문시 10% 할인,1000,2017-05-02,11:47:53
4736,3358,142,스시진,스시진,37.714922,127.187473,2pcs 무료 제공,1600,2016-07-31,18:14:34
4737,5272,102,교보문고,교보문고,37.501467,127.002954,도서 구매시 10% 할인,700,2018-02-04,19:31:26
4738,9145,166,아웃닭,아웃닭,37.69996,126.996796,치즈스틱 2개 제공,1900,2017-07-23,16:47:02
